InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,Category
INV101013,ELE3418,Laptop,1,2023-04-11,610.57,10251.0,United Kingdom,Electronics
INV103736,HOM7351,Cushion,2,2023-04-11,18.89,10063.0,Germany,Home & Garden
INV102454,CLO2361,T-Shirt,1,2023-04-11,175.52,10100.0,United Kingdom,Clothing
INV102366,BOO7574,Textbook,2,2023-04-11,20.17,10496.0,United Kingdom,Books
INV101421,ELE5890,Keyboard,3,2023-04-12,673.8,10473.0,Netherlands,Electronics
INV103795,ELE6885,Headphones,2,2023-04-12,345.67,10036.0,Germany,Electronics
INV103803,ELE5323,Mouse,1,2023-04-12,577.13,10333.0,United Kingdom,Electronics
INV102299,BOO4881,Magazine,12,2023-04-12,27.56,10244.0,United Kingdom,Books
INV104492,ELE1432,Keyboard,5,2023-04-12,521.34,10166.0,Switzerland,Electronics
INV103010,CLO3517,T-Shirt,3,2023-04-12,179.32,10147.0,Germany,Clothing
INV104177,ELE1915,Laptop,3,2023-04-12,274.56,10268.0,United Kingdom,Electronics
INV102262,ELE5364,Laptop,2,2023-04-12,679.7,10401.0,United Kingdom,Electronics
INV103116,CLO2600,Jacket,6,2023-04-12,77.29,10077.0,United Kingdom,Clothing
INV103897,CLO1549,Dress,2,2023-04-12,103.36,10354.0,United Kingdom,Clothing
INV103512,TOY1629,Puzzle,5,2023-04-12,13.37,10024.0,France,Toys
INV102118,ELE9289,Laptop,6,2023-04-12,259.5,10417.0,United Kingdom,Electronics
INV102096,TOY1330,Action Figure,2,2023-04-12,51.5,10489.0,United Kingdom,Toys
INV102094,CLO8579,Dress,2,2023-04-12,78.72,10494.0,France,Clothing
INV101805,ELE3102,Keyboard,3,2023-04-12,467.29,10305.0,United Kingdom,Electronics
INV104619,HOM5635,Garden Tools,5,2023-04-13,105.2,10227.0,United Kingdom,Home & Garden
INV101470,BOO9283,Fiction Book,2,2023-04-13,34.11,10491.0,United Kingdom,Books
INV102451,TOY2558,Building Blocks,1,2023-04-13,54.55,10253.0,United Kingdom,Toys
INV104092,BOO3473,Comic Book,3,2023-04-13,27.57,10152.0,United Kingdom,Books
INV104127,HOM7143,Lamp,2,2023-04-13,10.37,10329.0,Germany,Home & Garden
INV101830,TOY7553,Building Blocks,12,2023-04-13,39.94,10371.0,United Kingdom,Toys
INV103286,ELE5543,USB Cable,2,2023-04-13,721.58,10296.0,Germany,Electronics
INV100000,BOO5134,Non-Fiction Book,2,2023-04-13,14.68,10488.0,United Kingdom,Books
INV100416,TOY5471,Doll,4,2023-04-13,72.85,10453.0,United Kingdom,Toys
INV100007,BOO4136,Fiction Book,3,2023-04-13,32.1,10289.0,Belgium,Books
INV100786,ELE3817,Laptop,1,2023-04-13,731.88,10002.0,United Kingdom,Electronics
INV102974,ELE1473,Monitor,3,2023-04-14,24.96,10144.0,Germany,Electronics
INV104902,ELE2488,Keyboard,3,2023-04-14,737.75,10105.0,United Kingdom,Electronics
INV101139,CLO1064,T-Shirt,6,2023-04-14,150.83,10316.0,Spain,Clothing
INV100283,TOY8707,Puzzle,3,2023-04-14,14.94,10277.0,United Kingdom,Toys
INV101136,BOO5060,Fiction Book,6,2023-04-14,25.18,10106.0,United Kingdom,Books
INV104187,HOM9444,Picture Frame,4,2023-04-14,135.53,10342.0,United Kingdom,Home & Garden
INV104808,ELE9583,Keyboard,2,2023-04-14,204.16,10410.0,United Kingdom,Electronics
INV101070,HOM4554,Cushion,1,2023-04-14,82.69,10350.0,United Kingdom,Home & Garden
INV100368,TOY7453,Doll,2,2023-04-14,60.63,10182.0,United Kingdom,Toys
INV104744,ELE5773,USB Cable,3,2023-04-14,420.5,10188.0,United Kingdom,Electronics
INV103594,ELE4787,USB Cable,6,2023-04-14,697.29,10241.0,United Kingdom,Electronics
INV103820,HOM2345,Plant Pot,2,2023-04-14,19.46,10381.0,United Kingdom,Home & Garden
INV103857,ELE3771,USB Cable,4,2023-04-14,650.43,10063.0,United Kingdom,Electronics
INV103868,HOM3298,Lamp,4,2023-04-14,7.52,10138.0,United Kingdom,Home & Garden
INV101069,HOM7261,Vase,5,2023-04-14,43.69,10337.0,United Kingdom,Home & Garden
INV101412,CLO2725,Sneakers,4,2023-04-14,64.05,,United Kingdom,Clothing
INV103467,ELE2825,USB Cable,2,2023-04-14,722.58,10407.0,France,Electronics
INV104558,ELE7117,Laptop,2,2023-04-14,159.99,10403.0,United Kingdom,Electronics
INV101056,BOO6021,Non-Fiction Book,3,2023-04-14,49.43,10092.0,United Kingdom,Books
INV102678,CLO6613,Scarf,5,2023-04-14,121.49,10474.0,Germany,Clothing
INV102328,TOY4718,Building Blocks,5,2023-04-14,59.64,10166.0,United Kingdom,Toys
INV100531,ELE7413,Headphones,12,2023-04-15,717.5,10132.0,United Kingdom,Electronics
INV102514,ELE9253,Headphones,1,2023-04-15,18.74,10296.0,Germany,Electronics
INV104058,TOY4389,Building Blocks,1,2023-04-15,62.55,10084.0,United Kingdom,Toys
INV103315,TOY5592,Board Game,3,2023-04-15,42.38,10396.0,Germany,Toys
INV101588,TOY8226,Action Figure,1,2023-04-15,37.97,10313.0,United Kingdom,Toys
INV102581,HOM4591,Cushion,1,2023-04-15,54.57,10367.0,United Kingdom,Home & Garden
INV101919,ELE6712,Laptop,12,2023-04-15,95.87,10278.0,United Kingdom,Electronics
INV100738,BOO3775,Comic Book,4,2023-04-15,10.59,10272.0,United Kingdom,Books
INV103251,BOO1926,Magazine,3,2023-04-16,36.28,10144.0,United Kingdom,Books
INV100803,HOM7539,Plant Pot,-1,2023-04-16,87.95,10335.0,Spain,Home & Garden
INV102836,BOO6012,Comic Book,2,2023-04-16,12.32,10221.0,United Kingdom,Books
INV101838,CLO7554,Dress,4,2023-04-16,61.93,10183.0,United Kingdom,Clothing
INV100065,HOM8538,Vase,3,2023-04-16,96.45,10468.0,France,Home & Garden
INV102170,BOO2245,Non-Fiction Book,2,2023-04-16,27.28,10156.0,United Kingdom,Books
INV102845,CLO9159,Hat,5,2023-04-16,52.93,,United Kingdom,Clothing
INV101148,BOO3902,Magazine,12,2023-04-16,46.85,10360.0,Germany,Books
INV104381,ELE8643,Laptop,4,2023-04-16,410.06,10279.0,United Kingdom,Electronics
INV102314,HOM2050,Picture Frame,5,2023-04-16,17.04,10231.0,United Kingdom,Home & Garden
INV100428,ELE5312,Monitor,12,2023-04-16,103.77,10021.0,United Kingdom,Electronics
INV104698,TOY9939,Building Blocks,24,2023-04-17,22.79,10197.0,Netherlands,Toys
INV103972,TOY8537,Action Figure,1,2023-04-17,30.17,10331.0,United Kingdom,Toys
INV104465,TOY3480,Action Figure,1,2023-04-17,10.81,10480.0,United Kingdom,Toys
INV102992,BOO9031,Fiction Book,2,2023-04-17,44.12,10188.0,Netherlands,Books
INV100867,ELE7985,Webcam,6,2023-04-17,785.39,10024.0,France,Electronics
INV103698,BOO9433,Comic Book,12,2023-04-17,32.55,10323.0,United Kingdom,Books
INV100003,TOY6457,Puzzle,4,2023-04-17,75.53,10001.0,United Kingdom,Toys
INV101992,TOY2900,Building Blocks,1,2023-04-17,42.19,10183.0,United Kingdom,Toys
INV103352,TOY1106,Board Game,6,2023-04-17,40.64,10101.0,United Kingdom,Toys
INV102854,ELE4603,Webcam,12,2023-04-17,36.93,10338.0,United Kingdom,Electronics
INV102792,CLO7291,Hat,4,2023-04-17,39.39,10412.0,United Kingdom,Clothing
INV102146,BOO1559,Comic Book,2,2023-04-17,29.32,10395.0,United Kingdom,Books
INV104444,HOM2963,Plant Pot,24,2023-04-17,127.68,10348.0,United Kingdom,Home & Garden
INV101554,TOY5183,Puzzle,12,2023-04-17,18.17,10086.0,Spain,Toys
INV103504,ELE5274,Monitor,5,2023-04-18,483.96,10033.0,United Kingdom,Electronics
INV102002,ELE8091,Laptop,2,2023-04-18,449.89,10288.0,United Kingdom,Electronics
INV102181,BOO5717,Non-Fiction Book,2,2023-04-18,16.52,10263.0,United Kingdom,Books
INV103056,TOY1157,Building Blocks,3,2023-04-18,18.5,10235.0,United Kingdom,Toys
INV100414,ELE2140,USB Cable,3,2023-04-18,44.22,10412.0,United Kingdom,Electronics
INV103935,CLO4544,Dress,1,2023-04-18,160.43,10425.0,United Kingdom,Clothing
INV104561,CLO8679,Dress,3,2023-04-18,179.45,10395.0,United Kingdom,Clothing
INV103966,TOY7274,Action Figure,4,2023-04-18,54.94,10165.0,Netherlands,Toys
INV104337,BOO5494,Magazine,2,2023-04-18,15.68,10172.0,United Kingdom,Books
INV100165,CLO7548,Sneakers,10,2023-04-18,196.96,10366.0,United Kingdom,Clothing
INV101491,ELE4380,Keyboard,1,2023-04-18,199.52,10234.0,United Kingdom,Electronics
INV102231,HOM7437,Vase,3,2023-04-18,34.83,10412.0,United Kingdom,Home & Garden
INV102664,TOY2331,Board Game,5,2023-04-18,27.15,,Switzerland,Toys
INV101475,HOM3513,Cushion,4,2023-04-18,55.82,10259.0,United Kingdom,Home & Garden
INV103277,CLO4851,Jeans,1,2023-04-18,140.76,10384.0,United Kingdom,Clothing
INV101419,BOO9529,Non-Fiction Book,3,2023-04-18,23.75,10292.0,United Kingdom,Books
INV102266,BOO1595,Comic Book,1,2023-04-19,25.46,10330.0,Switzerland,Books
INV104211,ELE1842,Keyboard,3,2023-04-19,542.36,10076.0,United Kingdom,Electronics
INV101331,TOY6641,Building Blocks,1,2023-04-19,37.4,10311.0,Spain,Toys
INV104073,CLO4090,Sneakers,6,2023-04-19,94.43,10444.0,United Kingdom,Clothing
INV104500,ELE7192,USB Cable,5,2023-04-19,101.18,10211.0,Spain,Electronics
INV104087,HOM2372,Vase,20,2023-04-19,67.5,10143.0,United Kingdom,Home & Garden
INV102548,TOY5098,Puzzle,1,2023-04-19,12.91,10370.0,United Kingdom,Toys
INV103759,TOY2292,Action Figure,5,2023-04-19,23.73,10285.0,France,Toys
INV102749,BOO5929,Fiction Book,1,2023-04-19,16.57,10280.0,United Kingdom,Books
INV103004,ELE6761,USB Cable,1,2023-04-19,267.23,,United Kingdom,Electronics
INV100922,BOO7379,Non-Fiction Book,1,2023-04-19,44.79,10027.0,France,Books
INV103228,ELE3928,Laptop,4,2023-04-19,191.89,10242.0,Spain,Electronics
INV103281,ELE8619,Headphones,2,2023-04-19,392.52,10493.0,United Kingdom,Electronics
INV104538,TOY8670,Building Blocks,1,2023-04-19,76.84,10034.0,France,Toys
INV100586,CLO2532,Jeans,10,2023-04-19,185.14,10198.0,United Kingdom,Clothing
INV103434,TOY1933,Doll,1,2023-04-19,79.79,10405.0,United Kingdom,Toys
INV103448,HOM2637,Plant Pot,4,2023-04-19,127.97,10405.0,United Kingdom,Home & Garden
INV104527,TOY2533,Doll,3,2023-04-20,27.11,10053.0,United Kingdom,Toys
INV104997,HOM6097,Cushion,1,2023-04-20,142.36,10384.0,United Kingdom,Home & Garden
INV101161,TOY2054,Building Blocks,2,2023-04-20,55.17,10220.0,United Kingdom,Toys
INV102401,ELE5313,Keyboard,2,2023-04-20,423.36,,Netherlands,Electronics
INV103120,TOY3721,Board Game,1,2023-04-20,67.55,10148.0,Germany,Toys
INV102121,BOO2721,Magazine,1,2023-04-20,38.05,,United Kingdom,Books
INV103155,BOO1020,Magazine,1,2023-04-20,24.4,10073.0,France,Books
INV104775,ELE1902,USB Cable,1,2023-04-20,141.45,10316.0,Netherlands,Electronics
INV104866,HOM8006,Garden Tools,4,2023-04-20,49.42,10496.0,Switzerland,Home & Garden
INV102569,BOO6291,Comic Book,4,2023-04-21,26.3,10243.0,United Kingdom,Books
INV102709,TOY2043,Doll,5,2023-04-21,14.67,10210.0,United Kingdom,Toys
INV103623,BOO8177,Fiction Book,6,2023-04-21,14.48,10211.0,United Kingdom,Books
INV100896,TOY6795,Building Blocks,10,2023-04-21,44.61,10200.0,United Kingdom,Toys
INV101954,HOM6828,Picture Frame,10,2023-04-21,6.72,10467.0,France,Home & Garden
INV104409,ELE1687,Mouse,1,2023-04-21,374.28,10168.0,United Kingdom,Electronics
INV100822,BOO4636,Non-Fiction Book,5,2023-04-21,33.18,10317.0,United Kingdom,Books
INV103802,HOM1248,Vase,1,2023-04-21,99.42,10088.0,United Kingdom,Home & Garden
INV102668,BOO4700,Comic Book,4,2023-04-21,16.59,10081.0,France,Books
INV104173,HOM6073,Lamp,3,2023-04-21,87.63,10224.0,United Kingdom,Home & Garden
INV101138,TOY4845,Building Blocks,1,2023-04-21,54.54,,United Kingdom,Toys
INV103460,HOM6912,Lamp,4,2023-04-21,6.11,10190.0,United Kingdom,Home & Garden
INV100928,HOM5675,Vase,12,2023-04-21,78.17,10028.0,Spain,Home & Garden
INV100926,BOO5569,Textbook,3,2023-04-21,38.63,10153.0,United Kingdom,Books
INV101857,ELE4954,Monitor,2,2023-04-21,745.0,10388.0,United Kingdom,Electronics
INV100924,ELE8456,Mouse,5,2023-04-21,399.88,,United Kingdom,Electronics
INV103846,TOY4020,Board Game,4,2023-04-21,48.58,10203.0,United Kingdom,Toys
INV101078,TOY8111,Building Blocks,6,2023-04-21,54.77,10120.0,United Kingdom,Toys
INV101389,BOO9627,Magazine,2,2023-04-21,26.44,10107.0,United Kingdom,Books
INV102503,HOM6487,Vase,1,2023-04-22,12.45,10104.0,Netherlands,Home & Garden
INV104091,BOO1140,Fiction Book,1,2023-04-22,48.17,10393.0,United Kingdom,Books
INV100778,ELE8890,Monitor,1,2023-04-22,465.93,10160.0,United Kingdom,Electronics
INV104555,ELE7622,Keyboard,2,2023-04-22,732.35,10488.0,United Kingdom,Electronics
INV100287,BOO2773,Fiction Book,2,2023-04-22,9.89,10234.0,United Kingdom,Books
INV101284,BOO2309,Non-Fiction Book,3,2023-04-22,32.96,10154.0,United Kingdom,Books
INV104146,BOO6577,Magazine,3,2023-04-22,11.11,10187.0,United Kingdom,Books
INV102912,CLO6054,Scarf,-6,2023-04-22,131.98,10481.0,United Kingdom,Clothing
INV100261,CLO8130,Hat,10,2023-04-22,138.38,10471.0,United Kingdom,Clothing
INV100947,ELE5376,Keyboard,1,2023-04-22,203.98,10366.0,United Kingdom,Electronics
INV102688,CLO9759,Hat,4,2023-04-22,142.73,10177.0,United Kingdom,Clothing
INV103709,TOY4716,Action Figure,1,2023-04-22,79.29,10292.0,United Kingdom,Toys
INV104908,CLO7019,Jacket,1,2023-04-22,94.71,10112.0,Netherlands,Clothing
INV104262,HOM3503,Lamp,2,2023-04-23,121.05,10017.0,United Kingdom,Home & Garden
INV100282,HOM8382,Cushion,3,2023-04-23,7.17,10223.0,United Kingdom,Home & Garden
INV102793,CLO9894,Jacket,1,2023-04-23,102.73,10298.0,France,Clothing
INV100205,CLO9532,Scarf,6,2023-04-23,65.32,10265.0,United Kingdom,Clothing
INV103399,HOM2987,Garden Tools,2,2023-04-23,82.71,10490.0,Switzerland,Home & Garden
INV102513,CLO9097,Dress,3,2023-04-23,57.53,10284.0,USA,Clothing
INV101232,ELE4808,Laptop,1,2023-04-23,168.1,10101.0,France,Electronics
INV104033,CLO4598,Scarf,1,2023-04-23,37.62,10086.0,France,Clothing
INV103571,CLO7444,Hat,2,2023-04-23,193.26,10260.0,France,Clothing
INV101673,TOY8192,Action Figure,1,2023-04-23,41.64,10295.0,United Kingdom,Toys
INV104877,BOO9431,Textbook,1,2023-04-23,17.41,10226.0,United Kingdom,Books
INV100988,HOM2906,Vase,20,2023-04-23,131.39,10324.0,United Kingdom,Home & Garden
INV101381,CLO6255,Jacket,1,2023-04-23,189.86,10152.0,United Kingdom,Clothing
INV102766,TOY8336,Doll,2,2023-04-23,45.86,10448.0,United Kingdom,Toys
INV103307,BOO8393,Magazine,3,2023-04-23,9.35,10265.0,Germany,Books
INV102615,BOO8540,Comic Book,2,2023-04-23,15.89,,United Kingdom,Books
INV100200,CLO1287,Scarf,2,2023-04-23,159.97,10216.0,United Kingdom,Clothing
INV102761,BOO6620,Textbook,1,2023-04-23,11.47,10346.0,United Kingdom,Books
INV100195,TOY7781,Doll,4,2023-04-23,66.96,,United Kingdom,Toys
INV100202,HOM7337,Garden Tools,4,2023-04-23,34.73,10349.0,United Kingdom,Home & Garden
INV100876,ELE8938,Webcam,2,2023-04-23,750.6,10101.0,United Kingdom,Electronics
INV101613,BOO4520,Magazine,1,2023-04-24,20.15,10370.0,United Kingdom,Books
INV102059,BOO9014,Magazine,1,2023-04-24,46.42,10032.0,United Kingdom,Books
INV102348,CLO7994,Dress,10,2023-04-24,174.3,10191.0,United Kingdom,Clothing
INV100361,CLO7869,Scarf,1,2023-04-24,28.02,10452.0,United Kingdom,Clothing
INV101233,ELE4845,Keyboard,10,2023-04-24,637.77,10379.0,United Kingdom,Electronics
INV102984,HOM9155,Picture Frame,4,2023-04-24,48.98,10312.0,France,Home & Garden
INV103546,BOO6448,Non-Fiction Book,6,2023-04-24,14.55,10376.0,Germany,Books
INV104838,ELE7975,Headphones,1,2023-04-24,787.34,10210.0,Netherlands,Electronics
INV102609,BOO9708,Fiction Book,1,2023-04-24,41.52,10474.0,France,Books
INV100534,BOO7269,Textbook,2,2023-04-24,14.65,10146.0,United Kingdom,Books
INV104255,CLO5318,T-Shirt,-10,2023-04-24,65.15,10196.0,United Kingdom,Clothing
INV104463,HOM2759,Plant Pot,6,2023-04-24,128.71,10394.0,United Kingdom,Home & Garden
INV104047,TOY1981,Action Figure,1,2023-04-24,61.18,10497.0,United Kingdom,Toys
INV102327,HOM7208,Plant Pot,4,2023-04-25,50.92,10264.0,United Kingdom,Home & Garden
INV101114,BOO2658,Textbook,3,2023-04-25,36.57,10365.0,Netherlands,Books
INV103094,ELE5927,Headphones,6,2023-04-25,127.35,10030.0,Germany,Electronics
INV100530,HOM1616,Cushion,2,2023-04-25,21.68,10001.0,United Kingdom,Home & Garden
INV101619,CLO2446,Hat,3,2023-04-25,88.48,10474.0,France,Clothing
INV104572,HOM7756,Cushion,2,2023-04-25,32.73,10244.0,United Kingdom,Home & Garden
INV101316,ELE8714,Monitor,3,2023-04-25,639.66,10289.0,Belgium,Electronics
INV100280,TOY6599,Board Game,1,2023-04-26,36.24,10169.0,United Kingdom,Toys
INV104941,BOO9896,Comic Book,4,2023-04-26,25.0,10016.0,United Kingdom,Books
INV104671,ELE7331,Headphones,2,2023-04-26,176.13,10358.0,United Kingdom,Electronics
INV104109,CLO7409,Jeans,-2,2023-04-26,175.18,10397.0,United Kingdom,Clothing
INV102765,CLO9303,Jeans,2,2023-04-26,82.76,10349.0,United Kingdom,Clothing
INV102942,HOM6538,Plant Pot,1,2023-04-26,91.72,10095.0,United Kingdom,Home & Garden
INV104086,HOM8056,Plant Pot,2,2023-04-26,96.63,10456.0,United Kingdom,Home & Garden
INV101828,BOO1755,Textbook,5,2023-04-26,16.48,,United Kingdom,Books
INV104041,ELE7231,Webcam,4,2023-04-26,650.37,10439.0,Switzerland,Electronics
INV100345,ELE3936,Monitor,1,2023-04-26,532.95,10052.0,United Kingdom,Electronics
INV104052,HOM3569,Picture Frame,2,2023-04-26,99.23,10276.0,United Kingdom,Home & Garden
INV100177,BOO9711,Textbook,2,2023-04-26,8.82,10122.0,United Kingdom,Books
INV102304,ELE2839,Keyboard,1,2023-04-26,541.11,10061.0,United Kingdom,Electronics
INV103531,TOY5301,Action Figure,3,2023-04-26,16.34,10270.0,United Kingdom,Toys
INV102463,HOM9596,Cushion,2,2023-04-26,24.24,10409.0,Germany,Home & Garden
INV103395,ELE1289,Mouse,6,2023-04-26,462.73,10407.0,Netherlands,Electronics
INV101349,HOM1583,Garden Tools,3,2023-04-27,29.97,10079.0,Belgium,Home & Garden
INV101461,TOY8598,Puzzle,1,2023-04-27,74.51,10059.0,United Kingdom,Toys
INV100439,CLO6308,Hat,1,2023-04-27,175.46,10055.0,United Kingdom,Clothing
INV102887,HOM3713,Picture Frame,1,2023-04-27,62.08,10341.0,United Kingdom,Home & Garden
INV100653,BOO5516,Non-Fiction Book,4,2023-04-27,28.49,,Germany,Books
INV103085,HOM5289,Lamp,6,2023-04-27,126.37,10325.0,United Kingdom,Home & Garden
INV102149,TOY4439,Doll,3,2023-04-27,76.63,10382.0,United Kingdom,Toys
INV102407,HOM8078,Plant Pot,2,2023-04-27,128.93,10095.0,Netherlands,Home & Garden
INV104029,ELE6479,Mouse,20,2023-04-27,43.37,10424.0,Germany,Electronics
INV104631,HOM4295,Vase,2,2023-04-27,120.73,10341.0,United Kingdom,Home & Garden
INV101172,HOM5976,Picture Frame,2,2023-04-27,81.63,10281.0,Netherlands,Home & Garden
INV101921,ELE8953,Monitor,5,2023-04-27,480.84,10470.0,United Kingdom,Electronics
INV102129,HOM1174,Garden Tools,3,2023-04-27,31.45,10453.0,United Kingdom,Home & Garden
INV102753,HOM5682,Garden Tools,2,2023-04-27,127.18,10258.0,Germany,Home & Garden
INV102498,CLO2620,Jeans,3,2023-04-27,28.25,,United Kingdom,Clothing
INV101787,TOY1889,Board Game,1,2023-04-27,26.93,10490.0,United Kingdom,Toys
INV103329,BOO7947,Non-Fiction Book,6,2023-04-27,18.72,10180.0,Switzerland,Books
INV103484,BOO1937,Textbook,1,2023-04-27,35.42,10241.0,United Kingdom,Books
INV102198,ELE2801,Headphones,1,2023-04-28,144.22,10464.0,United Kingdom,Electronics
INV101095,HOM3327,Lamp,1,2023-04-28,12.37,10423.0,United Kingdom,Home & Garden
INV101974,HOM7398,Picture Frame,6,2023-04-28,52.17,10164.0,United Kingdom,Home & Garden
INV100451,BOO9307,Magazine,-5,2023-04-28,19.03,10242.0,United Kingdom,Books
INV103630,CLO4490,Jeans,4,2023-04-28,26.3,10114.0,United Kingdom,Clothing
INV100769,HOM4557,Vase,10,2023-04-28,43.34,10012.0,United Kingdom,Home & Garden
INV101207,HOM5784,Lamp,2,2023-04-28,79.35,10342.0,United Kingdom,Home & Garden
INV103784,ELE2300,Headphones,5,2023-04-28,461.29,10086.0,United Kingdom,Electronics
INV103322,ELE2494,Mouse,1,2023-04-28,67.11,10075.0,United Kingdom,Electronics
INV104585,HOM4205,Plant Pot,1,2023-04-28,142.7,10087.0,United Kingdom,Home & Garden
INV100982,TOY6249,Board Game,12,2023-04-28,53.02,10476.0,United Kingdom,Toys
INV102771,TOY3788,Building Blocks,1,2023-04-28,67.23,10233.0,United Kingdom,Toys
INV104542,BOO9962,Non-Fiction Book,1,2023-04-28,30.16,10307.0,United Kingdom,Books
INV104274,CLO9607,T-Shirt,3,2023-04-28,39.8,10412.0,Netherlands,Clothing
INV103374,BOO5923,Comic Book,2,2023-04-28,13.65,10496.0,United Kingdom,Books
INV104914,HOM9265,Garden Tools,3,2023-04-28,7.99,10311.0,United Kingdom,Home & Garden
INV102329,TOY6181,Doll,4,2023-04-28,27.41,10246.0,United Kingdom,Toys
INV102796,HOM5537,Cushion,3,2023-04-28,5.28,10072.0,United Kingdom,Home & Garden
INV100971,CLO1078,T-Shirt,1,2023-04-28,199.59,10173.0,France,Clothing
INV104645,HOM6279,Picture Frame,6,2023-04-28,95.4,10041.0,United Kingdom,Home & Garden
INV102659,HOM2841,Lamp,10,2023-04-28,112.81,10259.0,United Kingdom,Home & Garden
INV102584,CLO7968,Jeans,-4,2023-04-29,184.44,10449.0,United Kingdom,Clothing
INV100905,CLO7073,Jeans,2,2023-04-29,37.26,10371.0,Spain,Clothing
INV102726,BOO1022,Comic Book,24,2023-04-29,41.46,10146.0,United Kingdom,Books
INV102619,HOM5747,Picture Frame,1,2023-04-29,68.74,10196.0,United Kingdom,Home & Garden
INV104960,HOM8051,Plant Pot,1,2023-04-29,143.8,10000.0,United Kingdom,Home & Garden
INV101295,HOM5480,Garden Tools,12,2023-04-29,69.86,10116.0,United Kingdom,Home & Garden
INV102011,BOO6311,Comic Book,5,2023-04-29,37.07,10461.0,United Kingdom,Books
INV103668,TOY9964,Action Figure,2,2023-04-29,66.39,10117.0,United Kingdom,Toys
INV102057,BOO7487,Non-Fiction Book,3,2023-04-29,40.19,10351.0,United Kingdom,Books
INV104969,HOM1085,Cushion,2,2023-04-29,141.24,10260.0,France,Home & Garden
INV103869,BOO3154,Fiction Book,12,2023-04-29,35.16,10020.0,USA,Books
INV103816,ELE9898,Laptop,6,2023-04-29,118.87,10208.0,United Kingdom,Electronics
INV102234,BOO6944,Comic Book,24,2023-04-29,12.06,10326.0,France,Books
INV101883,ELE6064,Mouse,1,2023-04-29,529.39,10362.0,United Kingdom,Electronics
INV100721,BOO1693,Comic Book,1,2023-04-29,48.16,10032.0,Germany,Books
INV100278,TOY1599,Building Blocks,2,2023-04-30,11.04,10453.0,Netherlands,Toys
INV101703,ELE7034,USB Cable,10,2023-04-30,196.43,10417.0,United Kingdom,Electronics
INV103716,HOM3959,Lamp,3,2023-04-30,5.33,10398.0,United Kingdom,Home & Garden
INV103157,HOM9581,Vase,1,2023-04-30,142.54,10385.0,United Kingdom,Home & Garden
INV103133,TOY8595,Doll,10,2023-04-30,43.49,10165.0,United Kingdom,Toys
INV101997,BOO2421,Non-Fiction Book,4,2023-04-30,24.07,10465.0,United Kingdom,Books
INV102842,HOM6922,Plant Pot,1,2023-04-30,71.54,10218.0,United Kingdom,Home & Garden
INV103627,CLO4597,Hat,6,2023-04-30,46.73,10139.0,United Kingdom,Clothing
INV101271,ELE8990,Webcam,10,2023-04-30,596.21,10206.0,United Kingdom,Electronics
INV101310,BOO2105,Comic Book,1,2023-04-30,31.06,10370.0,France,Books
INV102517,CLO7116,T-Shirt,3,2023-04-30,151.13,10415.0,United Kingdom,Clothing
INV100432,CLO7738,Jeans,1,2023-04-30,176.47,10432.0,France,Clothing
INV101581,HOM3289,Garden Tools,-2,2023-04-30,68.17,10222.0,United Kingdom,Home & Garden
INV104638,TOY7175,Board Game,3,2023-04-30,14.48,10335.0,Germany,Toys
INV104799,ELE2236,USB Cable,2,2023-04-30,41.49,10159.0,United Kingdom,Electronics
INV101991,BOO1039,Textbook,6,2023-05-01,17.26,10006.0,United Kingdom,Books
INV100176,CLO1464,T-Shirt,4,2023-05-01,161.04,10286.0,United Kingdom,Clothing
INV102206,HOM1510,Cushion,2,2023-05-01,134.36,10147.0,United Kingdom,Home & Garden
INV103131,TOY9694,Building Blocks,2,2023-05-01,56.95,10364.0,United Kingdom,Toys
INV103696,HOM7900,Picture Frame,2,2023-05-01,147.42,10086.0,United Kingdom,Home & Garden
INV100862,BOO1726,Comic Book,2,2023-05-01,39.42,10027.0,Germany,Books
INV102698,BOO6698,Fiction Book,6,2023-05-01,43.9,10414.0,United Kingdom,Books
INV102335,HOM5722,Plant Pot,5,2023-05-01,62.62,10042.0,United Kingdom,Home & Garden
INV104491,TOY9018,Action Figure,1,2023-05-01,11.88,10499.0,United Kingdom,Toys
INV102316,HOM5676,Garden Tools,2,2023-05-01,82.74,10215.0,United Kingdom,Home & Garden
INV103918,CLO8654,Hat,3,2023-05-02,144.49,10425.0,Netherlands,Clothing
INV100591,CLO7500,Sneakers,3,2023-05-02,136.16,10333.0,United Kingdom,Clothing
INV100688,CLO5022,Dress,1,2023-05-02,152.37,10182.0,United Kingdom,Clothing
INV100445,CLO2754,T-Shirt,1,2023-05-02,127.73,10201.0,France,Clothing
INV101876,ELE5857,Monitor,24,2023-05-02,794.43,10067.0,Germany,Electronics
INV101836,TOY3409,Board Game,2,2023-05-02,17.71,10236.0,United Kingdom,Toys
INV100839,ELE1969,Keyboard,1,2023-05-02,413.15,10393.0,Germany,Electronics
INV104697,ELE7421,Monitor,2,2023-05-02,246.36,10125.0,United Kingdom,Electronics
INV100611,HOM6127,Picture Frame,4,2023-05-02,87.71,10419.0,France,Home & Garden
INV104570,ELE5172,Mouse,10,2023-05-02,312.91,10229.0,United Kingdom,Electronics
INV100008,HOM7324,Plant Pot,2,2023-05-02,51.61,10206.0,United Kingdom,Home & Garden
